EVCC,VCC,NGC,RAJ2000,DEJ2000,Offset,cz,MmI,MmV,MTyp1,MTyp2,TT1,MTypV,umag,gmag,rmag,imag,zmag,Rad,R50,DR7,Sloan,Simbad,NED
539,763,4374,186.26529999999997,12.887699999999999,34.721,982.5,M,M,E,RA,100,E1,11.28,9.72,8.91,8.47,8.25,261.61,52.85,DR7,Sloan,Simbad,NED
541,769,,186.26769999999996,15.711299999999998,0.106,1398.2,M,M,dE,RA,400,dE1,18.07,16.93,16.34,15.96,15.85,24.53,7.51,DR7,Sloan,Simbad,NED
543,773,,186.28429999999997,6.890599999999999,0.413,1445.2,M,P,dE,RA,400,dE4?,18.99,17.96,17.59,17.25,17.01,21.57,5.81,DR7,Sloan,Simbad,NED
544,772,,186.28629999999998,4.414199999999999,0.813,1263.1,M,P,Irr(HSB),BE,310,BCD?,18.11,17.26,17.09,16.99,16.86,16.19,3.94,DR7,Sloan,Simbad,NED
545,779,,186.30489999999998,13.0255,1.061,-85.7,M,M,dE(N),RA,401,"dE0,N",18.77,17.69,17.15,16.92,16.65,26.02,9.11,DR7,Sloan,Simbad,NED
546,781,,186.31329999999997,12.714599999999999,0.18,-308.1,M,M,dS0(N),RA,411,"dS035,N:",16.11,14.78,14.22,13.87,13.79,35.09,8.22,DR7,Sloan,Simbad,NED
547,788,,186.32009999999997,11.605299999999998,0.323,121.3,M,M,dE,RA,400,"dE7,N:",17.32,16.07,15.46,15.13,14.99,38.68,8.07,DR7,Sloan,Simbad,NED
548,790,,186.32309999999998,14.172599999999997,0.109,639.9,M,M,dS0,RA,410,"dE1,N",17.18,15.85,15.23,14.86,14.59,24.06,7.5,DR7,Sloan,Simbad,NED
549,787,4376,186.32559999999998,5.741099999999999,1.863,1126.5,M,M,Sd,BE,204,Scd(s)III,14.41,13.54,13.14,12.97,12.71,66.16,17.78,DR7,Sloan,Simbad,NED
550,794,,186.33999999999997,16.429999999999996,1.083,1782.2,M,M,dS0,RA,410,dS08pec:,15.56,14.86,14.19,13.8,13.52,98.76,19.9,DR7,Sloan,Simbad,NED
551,793,,186.34009999999998,13.070399999999998,4.393,1890.0,M,M,Irr(LSB),BE,300,"ImIII-IV,N?",17.44,16.5,16.16,16.02,16.03,35.95,9.99,DR7,Sloan,Simbad,NED
552,792,4380,186.34229999999997,10.016699999999998,0.473,957.1,M,M,Sc,RE,203,Sab(s),13.39,11.97,11.28,10.89,10.63,151.05,39.16,DR7,Sloan,Simbad,NED
553,795,,186.34649999999996,14.803299999999998,0.522,1421.9,M,M,dE(N),RA,401,"dE7,N:",17.98,17.15,16.59,16.27,16.08,35.75,8.57,DR7,Sloan,Simbad,NED
554,798,4382,186.3498,18.1893,35.434,771.7,M,M,S0,RA,200,S013pec,10.94,9.54,8.82,8.39,8.23,264.6,61.55,DR7,Sloan,Simbad,NED
555,801,4383,186.35609999999997,16.4699,1.548,1709.9,M,M,S0,BE,200,Amorphu,13.42,12.4,11.89,11.65,11.52,69.26,11.11,DR7,Sloan,Simbad,NED
556,797,,186.35019999999997,18.139999999999997,0.771,1228.4,M,M,dE(N),RA,401,"dE3,N",16.38,14.89,14.34,13.85,13.83,36.11,18.35,DR7,Sloan,Simbad,NED
557,0,,186.36909999999997,12.636399999999998,0.932,2425.9,M," ",dE(N),RA,401,,17.61,16.55,15.92,15.48,15.47,40.19,13.27,DR7,Sloan,Simbad,NED
558,802,,186.3712,13.498699999999998,1.999,-205.2,M,M,Irr(LSB),BE,300,BCD,17.62,16.74,16.33,16.17,16.22,37.08,8.77,DR7,Sloan,Simbad,NED
559,0,,186.38129999999998,11.158399999999999,0.866,906.1,M," ",Irr(HSB),BE,310,,18.3,17.32,16.94,16.71,16.39,18.94,5.56,DR7,Sloan,Simbad,NED
560,809,,186.38769999999997,12.260699999999998,0.653,-102.2,M,M,edge-on,RE,207,Sc(on_edge),15.48,14.42,13.83,13.52,13.3,81.08,17.6,DR7,Sloan,Simbad,NED
561,810,,186.38969999999998,13.227299999999998,0.131,-377.0,M,M,dE(N),RA,401,"dE0,N",17.86,16.58,15.94,15.58,15.31,26.06,8.99,DR7,Sloan,Simbad,NED
562,812,,186.3952,15.194399999999998,0.113,1545.9,M,M,dE(N),RA,401,"dE1,N",17.64,16.49,15.89,15.76,14.75,37.11,11.06,DR7,Sloan,Simbad,NED
564,816,,186.40039999999996,15.847399999999999,2.217,1076.6,M,M,dE(N),RA,401,"dE5,N",15.54,14.75,14.29,14.16,13.9,93.54,25.08,DR7,Sloan,Simbad,NED
565,817,,186.40179999999998,15.830099999999998,1.069,1072.1,M,M,dE(N),RA,401,dE1,16.0,13.93,13.51,13.13,13.11,99.04,26.97,DR7,Sloan,Simbad,NED
566,815,,186.40479999999997,13.143699999999999,0.857,-745.0,M,M,dE(N),RA,401,"dE2,N",16.22,15.16,14.7,14.14,13.81,62.73,19.71,DR7,Sloan,Simbad,NED
567,824,,186.4114,14.150899999999998,0.745,391.5,M,M,dE(N),RA,401,"dE0,N",17.66,16.08,15.55,15.24,15.04,58.3,23.59,DR7,Sloan,Simbad,NED
568,820,,186.41179999999997,7.732299999999999,0.309,1512.5,M,P,dE,RA,400,"dE3:,N",18.79,17.41,16.8,16.45,16.48,22.26,5.98,DR7,Sloan,Simbad,NED
569,823,,186.41219999999998,12.313799999999999,0.184,1703.3,M,M,dE(N),RA,401,"dE0,N",17.02,15.66,14.99,14.65,14.35,39.76,11.9,DR7,Sloan,Simbad,NED
570,825,,186.41509999999997,10.5834,4.391,1827.6,M,M,Irr(LSB),BE,300,"ImIV,N?",17.15,16.1,15.48,15.25,15.38,40.0,13.97,DR7,Sloan,Simbad,NED
572,0,,186.42219999999998,13.047699999999999,0.906,576.9,M," ",Irr(LSB),BE,300,,19.13,17.88,17.35,17.03,16.86,16.9,4.65,DR7,Sloan,Simbad,NED
573,828,4387,186.42379999999997,12.809899999999999,2.253,550.0,M,M,E,RA,100,E5,14.37,12.65,11.9,11.49,11.24,63.99,10.98,DR7,Sloan,Simbad,NED
574,827,,186.42699999999996,7.218099999999999,5.354,1002.3,M,M,edge-on,RE,207,Sc(on_edge),14.56,13.29,12.66,12.33,12.06,147.63,29.68,DR7,Sloan,Simbad,NED
575,833,,186.43609999999998,13.022099999999998,0.395,724.0,M,M,dE(N),RA,401,"dE0,N",18.52,16.21,15.63,15.16,15.14,42.76,17.07,DR7,Sloan,Simbad,NED
576,836,4388,186.44419999999997,12.662899999999999,3.906,2569.1,M,M,Sa,BE,201,Sab,12.81,11.36,10.71,10.38,10.09,220.07,39.55,DR7,Sloan,Simbad,NED
577,841,,186.44779999999997,14.952699999999998,2.766,487.8,M,M,Sm,BE,205,BCD,16.47,15.36,14.81,14.52,14.23,49.04,11.14,DR7,Sloan,Simbad,NED
578,846,,186.46059999999997,13.197599999999998,0.219,-514.3,M,M,dE,RA,400,"dE1,N:",16.82,15.93,15.34,14.95,14.68,41.83,11.75,DR7,Sloan,Simbad,NED
579,849,4390,186.46079999999998,10.458999999999998,1.086,1110.7,M,M,SBc,RA,213,Sbc(s)II,14.06,13.08,12.67,12.44,12.35,71.62,20.76,DR7,Sloan,Simbad,NED
580,0,,186.46349999999998,7.787499999999999,0.164,659.3,M," ",dE,RA,400,,19.22,18.05,17.57,17.22,17.08,16.53,4.67,DR7,Sloan,Simbad,NED
581,848,,186.46859999999998,5.809399999999999,1.246,1507.9,M,M,SBm,BE,215,ImIIIpec/BCD,16.02,14.97,14.63,14.55,14.2,58.49,12.58,DR7,Sloan,Simbad,NED
582,851,,186.47579999999996,7.554799999999999,1.385,1179.3,M,M,edge-on,RE,207,Sc(on_edge),14.96,13.8,13.19,12.87,12.68,102.78,21.98,DR7,Sloan,Simbad,NED
583,857,4394,186.48189999999997,18.214499999999997,69.501,1001.3,M,M,SBb,RE,212,SBb(sr)I-II,12.93,11.5,10.81,10.41,10.31,121.73,32.72,DR7,Sloan,Simbad,NED
584,854,,186.48219999999998,12.769699999999998,0.593,690.7,M,M,dE(N),RA,401,"dE8,N",18.61,17.56,17.06,16.85,16.53,29.18,7.01,DR7,Sloan,Simbad,NED
585,855,,186.48379999999997,7.234699999999999,0.0,961.8,M,M,dE(N),RA,401,"dE6,N",18.84,17.27,16.52,16.22,16.93,36.16,8.39,DR7,Sloan,Simbad,NED
586,856,,186.49129999999997,10.053799999999999,0.096,1017.6,M,M,dS0(N),RA,411,"dE1,N",15.57,14.12,13.48,13.12,12.99,54.8,15.05,DR7,Sloan,Simbad,NED
587,859,,186.49259999999998,3.4298999999999995,2.606,1409.6,M,P,edge-on,RE,207,Sc(on_edge),15.49,13.93,13.19,12.73,12.4,115.46,24.21,DR7,Sloan,Simbad,NED
588,861,,186.49549999999996,15.277099999999997,0.487,932.7,M,M,dE,RA,400,dE4:,18.89,17.34,16.88,16.39,16.05,30.44,8.71,DR7,Sloan,Simbad,NED
589,865,4396,186.49859999999998,15.669499999999998,9.185,-107.7,M,M,Sc,BE,203,Sc(s)II,13.72,12.86,12.39,12.15,11.98,147.77,33.97,DR7,Sloan,Simbad,NED
590,862,,186.50359999999998,7.455299999999999,0.388,1133.2,M,P,dE(N),RA,401,dE?,19.46,18.13,17.66,17.3,16.68,14.54,4.84,DR7,Sloan,Simbad,NED
591,870,,186.52239999999998,11.812299999999999,0.898,1194.3,M,M,dE(N),BE,401,"dS05,N",16.35,14.79,14.25,13.87,13.77,49.99,11.71,DR7,Sloan,Simbad,NED
592,871,,186.5236,12.559599999999998,0.281,1423.6,M,M,dE(N),RE,401,"dE4,N",16.82,15.4,14.81,14.41,14.43,59.61,17.07,DR7,Sloan,Simbad,NED
593,872,,186.5279,12.861099999999999,0.425,1313.5,M,M,dE(N),RA,401,"dE0,N",17.15,16.1,15.71,15.08,15.48,38.02,12.1,DR7,Sloan,Simbad,NED
594,874,4405,186.5296,16.180999999999997,0.714,1744.0,M,P,Sc,RE,203,Sc(s)/S0,14.06,12.68,12.03,11.69,11.46,65.21,17.15,DR7,Sloan,Simbad,NED
595,873,4402,186.53059999999996,13.112499999999999,5.3,230.6,M,M,edge-on,RE,207,Sc(on_edge),13.82,12.33,11.56,11.13,10.91,165.84,36.95,DR7,Sloan,Simbad,NED
596,877,,186.53969999999998,13.673099999999998,0.146,-92.4,M,M,dE(N),RA,401,"dE0,N",18.92,17.48,17.05,16.85,16.73,20.0,6.63,DR7,Sloan,Simbad,NED
597,881,4406,186.54959999999997,12.944099999999999,30.591,-181.7,M,M,E,RE,100,S013/E3,10.69,9.44,8.84,8.23,7.99,441.42,69.59,DR7,Sloan,Simbad,NED
599,0,,186.5579,3.8370999999999995,0.11,798.3,M," ",dE,BA,400,,18.36,17.63,17.0,16.66,16.43,17.04,5.13,DR7,Sloan,Simbad,NED
601,888,,186.57679999999996,8.349499999999999,2.564,990.9,M,M,Sm,BE,205,ImIII,16.4,15.53,15.09,14.91,14.72,55.08,12.83,DR7,Sloan,Simbad,NED
603,892,,186.58369999999996,12.510299999999999,0.763,-689.1,M,M,dE,RA,400,dE0:,20.34,18.36,17.8,17.45,17.44,13.11,4.71,DR7,Sloan,Simbad,NED
604,890,,186.58979999999997,6.669499999999999,0.593,1541.7,M,P,Irr(HSB),BE,310,BCD?,17.38,16.53,16.16,15.96,15.75,13.56,3.57,DR7,Sloan,Simbad,NED
607,895,,186.60389999999998,10.581999999999999,0.546,1025.5,M,M,dE(N),RA,401,"dE0,N",18.49,17.36,16.95,16.55,16.07,23.69,8.88,DR7,Sloan,Simbad,NED
608,901,,186.60889999999998,16.5231,0.233,2032.9,M,M,dE,BE,400,dE3:,18.29,17.22,16.58,16.21,15.74,29.23,8.56,DR7,Sloan,Simbad,NED
609,912,4407,186.63429999999997,12.610799999999998,0.513,85.5,M,M,SBb,BE,212,SBbc(rs),14.08,12.53,11.93,11.54,11.39,111.33,26.14,DR7,Sloan,Simbad,NED
610,917,,186.63499999999996,13.578799999999998,0.161,1237.4,M,M,dE(N),RA,401,dE6,16.5,15.27,14.66,14.34,14.12,33.45,6.91,DR7,Sloan,Simbad,NED
611,916,,186.63839999999996,12.742999999999999,0.139,1301.8,M,M,E,RA,100,"d:E1,N:",17.48,15.83,15.05,14.66,14.37,17.04,4.67,DR7,Sloan,Simbad,NED
612,920,,186.64649999999997,9.983299999999998,0.591,442.9,M,M,dE(N),RA,401,"dE1?,N",18.99,16.95,16.59,15.95,14.97,26.41,8.3,DR7,Sloan,Simbad,NED
614,0,,186.66209999999998,16.717599999999997,1.161,1611.4,M," ",Irr(HSB),BE,310,,18.01,16.92,16.42,15.97,15.82,17.68,5.1,DR7,Sloan,Simbad,NED
615,928,,186.66589999999997,12.513599999999999,0.065,-282.0,M,M,dE(N),RA,401,"dE6,N",18.4,16.05,15.42,15.14,15.0,33.66,8.19,DR7,Sloan,Simbad,NED
616,929,4415,186.66869999999997,8.435699999999999,0.132,913.1,M,M,dE(N),RA,401,"d:E1,N",14.89,13.37,12.7,12.29,12.1,64.02,16.28,DR7,Sloan,Simbad,NED
617,0,,186.67379999999997,18.137099999999997,0.129,703.4,M," ",dE(N),RA,401,,18.96,17.21,16.89,16.48,16.63,25.68,6.52,DR7,Sloan,Simbad,NED
618,931,,186.68329999999997,10.904599999999999,0.805,554.6,M,M,dE(N),RA,401,"dE2,N",17.69,16.13,15.62,15.14,15.12,47.85,13.88,DR7,Sloan,Simbad,NED
619,933,,186.68469999999996,8.823899999999998,0.781,1388.8,M,M,dE(N),RA,401,"dE2,N",18.04,16.48,15.82,15.36,15.63,48.4,13.19,DR7,Sloan,Simbad,NED
620,936,,186.68509999999998,11.379699999999998,0.054,1305.5,M,M,dE(N),RA,401,"dE1,N",16.91,15.52,14.94,14.58,14.19,41.06,13.46,DR7,Sloan,Simbad,NED
621,938,4416,186.69449999999998,7.918699999999999,10.365,1451.7,M,M,SBc,BE,213,SBc(s)II.2,13.91,12.9,12.4,12.07,11.91,69.92,21.64,DR7,Sloan,Simbad,NED
622,940,,186.69609999999997,12.453999999999999,0.177,1411.7,M,M,dE(N),RA,401,"dE1,N",15.72,14.57,13.84,13.47,13.33,60.36,18.58,DR7,Sloan,Simbad,NED
623,939,4411B,186.69629999999998,8.884699999999999,1.805,1263.5,M,M,Sc,RA,203,Sc(s)II,13.85,12.66,12.24,11.96,11.94,121.21,41.86,DR7,Sloan,Simbad,NED
624,0,,186.69979999999998,7.671499999999999,0.109,618.4,M," ",E,RA,100,,17.28,15.75,15.11,14.76,14.51,17.4,3.99,DR7,Sloan,Simbad,NED
625,950,,186.71059999999997,11.558899999999998,0.846,1030.0,M,M,SBm,BA,215,SmIV,15.92,15.24,15.08,14.83,14.5,64.05,24.5,DR7,Sloan,Simbad,NED
626,944,4417,186.7103,9.584399999999999,41.459,867.2,M,M,S0,RA,200,S017,13.27,11.6,10.85,10.45,10.22,112.02,16.28,DR7,Sloan,Simbad,NED
627,945,,186.71169999999998,13.1772,17.836,1.8,M,M,Irr(LSB),BE,300,SBmIII,16.01,15.08,14.85,14.64,14.71,78.27,18.71,DR7,Sloan,Simbad,NED
628,951,,186.7265,11.663799999999998,0.699,2156.4,M,M,dE(N),BA,401,"dE2pec,NordS02,N",15.58,14.07,13.52,13.17,13.03,71.18,17.84,DR7,Sloan,Simbad,NED
629,0,,186.72669999999997,18.3937,0.392,1407.7,M," ",dE(N),RA,401,,19.18,16.99,16.43,16.03,17.94,35.67,11.54,DR7,Sloan,Simbad,NED
630,949,,186.72729999999999,10.665799999999999,0.197,1275.7,M,M,dE(N),RA,401,"dE4,N",17.22,15.24,14.46,14.06,14.25,70.99,19.84,DR7,Sloan,Simbad,NED
632,953,,186.7282,13.566099999999999,0.211,-441.4,M,P,dE(N),RA,401,"dE5?,Npec?",16.74,16.0,15.38,15.06,14.86,36.03,8.94,DR7,Sloan,Simbad,NED
633,952,,186.73179999999996,9.882399999999999,1.208,988.6,M,P,Irr(LSB),BE,300,SB?,17.48,16.74,16.49,16.5,16.65,39.11,9.55,DR7,Sloan,Simbad,NED
634,958,4419,186.73479999999998,15.047599999999997,31.645,-52.6,M,M,Sa,RE,201,Sa,13.37,11.72,10.94,10.49,10.19,102.09,17.84,DR7,Sloan,Simbad,NED
636,963,,186.74739999999997,14.782599999999999,3.324,1896.5,M,M,Irr(LSB),BE,300,Im:,17.72,16.9,16.53,16.24,15.91,37.02,9.84,DR7,Sloan,Simbad,NED
637,966,4421,186.76059999999998,15.461599999999997,0.532,1554.2,M,M,SB0,RA,210,SB023,13.38,11.97,11.28,10.88,10.64,122.45,28.47,DR7,Sloan,Simbad,NED
638,965,,186.76289999999997,12.560699999999999,0.652,838.8,M,M,dE(N),RA,401,"dE7,N",16.59,15.27,14.71,14.33,14.12,56.96,13.66,DR7,Sloan,Simbad,NED
640,971,4423,186.78869999999998,5.883399999999999,12.637,1120.2,M,M,edge-on,BE,207,Sd(on_edge),14.72,13.59,13.13,12.84,12.72,132.75,25.61,DR7,Sloan,Simbad,NED
641,974,,186.79129999999998,8.389899999999999,0.17,1412.6,M,M,dE(N),RA,401,"dE3:,N",18.12,16.44,15.79,15.44,15.41,32.89,7.9,DR7,Sloan,Simbad,NED
642,977,,186.79679999999996,12.038199999999998,0.129,37.4,M,M,dE,RA,400,"dE4,N",20.09,18.08,17.37,17.02,16.82,15.1,4.3,DR7,Sloan,Simbad,NED
644,979,4424,186.79869999999997,9.420599999999999,2.163,486.1,M,M,SBa,BE,211,Sapec,13.32,11.95,11.39,11.01,10.84,145.14,32.59,DR7,Sloan,Simbad,NED
645,976,,186.79989999999998,8.8402,1.818,1260.9,M,M,dE,RA,400,dE4,19.0,17.67,17.25,16.81,16.49,23.21,6.37,DR7,Sloan,Simbad,NED
646,982,,186.80319999999998,17.820999999999998,0.592,1069.6,M,M,dE(N),RA,401,dE6,17.12,16.19,15.57,15.28,14.87,60.21,15.47,DR7,Sloan,Simbad,NED
647,0,,186.80339999999998,7.639799999999999,2.749,1164.2,M," ",Irr(LSB),BE,300,,18.35,17.68,17.48,17.34,18.04,23.85,5.56,DR7,Sloan,Simbad,NED
648,984,4425,186.80559999999997,12.734799999999998,0.151,1900.7,M,M,SBa,RA,211,SBa,14.18,12.43,11.7,11.3,11.07,99.27,17.99,DR7,Sloan,Simbad,NED
650,990,,186.82059999999998,16.024399999999996,0.076,1727.7,M,M,dS0(N),RA,411,"dE4,N",15.85,14.47,13.83,13.45,13.36,33.32,8.08,DR7,Sloan,Simbad,NED
651,989,,186.82339999999996,7.670099999999999,2.771,1804.6,M,P,Irr(LSB),BE,300,ScorIm,17.15,16.5,16.15,15.86,15.67,28.06,9.41,DR7,Sloan,Simbad,NED
652,992,,186.82789999999997,8.2128,0.299,1442.6,M,M,dE(N),RA,401,"dE0,N",17.06,16.16,15.5,15.16,15.33,44.13,13.73,DR7,Sloan,Simbad,NED
653,994,,186.83489999999998,16.428399999999996,0.847,776.4,M,M,Irr(LSB),BE,300,dE3pec?,16.82,15.17,14.59,14.08,14.35,60.1,17.29,DR7,Sloan,Simbad,NED
654,995,,186.8421,10.866299999999999,2.48,948.7,M,M,edge-on,BE,207,Sc(on_edge),15.77,15.0,14.7,14.53,14.47,65.77,11.67,DR7,Sloan,Simbad,NED
655,997,,186.84229999999997,12.068699999999998,0.194,-182.0,M,M,dE(N),RA,401,"dE3,N",19.33,17.94,17.3,16.93,16.96,20.07,6.46,DR7,Sloan,Simbad,NED
656,998,,186.84769999999997,12.331799999999998,1.2,-124.0,M,M,dE(N),RA,401,"dE4,N:",18.37,17.66,17.16,17.01,16.02,33.44,10.6,DR7,Sloan,Simbad,NED
657,1001,,186.85259999999997,13.716599999999998,2.626,340.6,M,M,Irr(LSB),BE,300,Im,17.17,16.86,16.39,16.29,15.96,31.59,8.65,DR7,Sloan,Simbad,NED
658,0,,186.85419999999996,19.263499999999997,0.167,647.7,M," ",dE(N),RA,401,,18.38,17.71,17.24,16.72,16.2,22.92,7.23,DR7,Sloan,Simbad,NED
659,1005,,186.85609999999997,13.750799999999998,0.483,2431.2,M,M,dE(N),RA,401,"dE5,N",16.86,15.99,15.38,15.09,14.42,47.77,13.38,DR7,Sloan,Simbad,NED
660,1002,4430,186.85819999999998,6.2639,7.702,1472.5,M,M,SBc,BE,213,SBc(r)II,13.57,12.37,11.82,11.51,11.3,98.32,32.33,DR7,Sloan,Simbad,NED
661,0,,186.86239999999998,5.188,0.218,1229.7,M," ",dS0,BE,410,,17.46,16.62,16.18,16.04,15.83,13.97,3.16,DR7,Sloan,Simbad,NED
663,1011,,186.87189999999998,7.643899999999999,2.669,937.3,M,M,Sm,BE,205,SdmIII,15.88,14.89,14.42,14.16,13.76,60.42,15.74,DR7,Sloan,Simbad,NED
664,1013,,186.87579999999997,9.3409,5.191,1723.4,M,M,Irr(LSB),BE,300,ImIII-IV,17.08,16.36,16.05,15.71,16.1,35.46,10.59,DR7,Sloan,Simbad,NED
665,1020,,186.88339999999997,11.615199999999998,0.256,1385.3,M,M,dE,RA,400,"dE4,N:orImIV",17.93,16.79,16.18,15.93,15.45,37.61,9.62,DR7,Sloan,Simbad,NED
666,1024,,186.89489999999998,15.739499999999998,0.151,1364.2,M,P,dE(N),RA,401,"dE0?,N",19.16,17.77,17.25,16.9,16.69,17.94,5.09,DR7,Sloan,Simbad,NED
667,1028,,186.90649999999997,14.455599999999999,0.057,1306.7,M,P,dE(N),RA,401,dS0?,17.2,15.94,15.23,14.88,14.89,22.21,6.96,DR7,Sloan,Simbad,NED
668,0,,186.9115,18.434599999999996,0.218,1055.0,M," ",dE(N),RA,401,,15.92,14.92,14.25,13.95,13.82,58.83,18.36,DR7,Sloan,Simbad,NED
669,1033,,186.91969999999998,15.944999999999999,0.148,856.3,M,M,dE(N),RA,401,"dE0,N",18.21,16.82,16.25,15.92,15.56,40.64,14.46,DR7,Sloan,Simbad,NED
670,1036,4436,186.92179999999996,12.3159,0.115,1117.5,M,M,dS0(N),RA,411,"dE6/dS06,N",15.02,13.69,12.99,12.64,12.44,77.52,15.12,DR7,Sloan,Simbad,NED
671,1035,,186.92539999999997,12.089799999999999,0.42,151.3,M,P,dE,BA,400,E4,18.01,15.93,15.49,15.09,14.9,27.21,6.51,DR7,Sloan,Simbad,NED
672,1039,,186.9346,11.214699999999999,0.658,1416.0,M,M,dE(N),RA,401,dE0pec:,18.74,17.5,16.96,16.57,16.21,17.48,6.73,DR7,Sloan,Simbad,NED
673,1043,4438,186.93809999999996,13.010999999999997,72.264,9.5,M,M,Sb,RA,202,Sb(tides),12.22,10.75,10.01,9.59,9.41,301.76,40.2,DR7,Sloan,Simbad,NED
674,1044,,186.94269999999997,11.435199999999998,0.286,1311.2,M,M,dE(N),RA,401,"dE5,N",18.33,16.94,16.34,16.05,16.11,27.2,7.53,DR7,Sloan,Simbad,NED
675,1049,,186.97849999999997,8.090399999999999,0.105,619.5,M,M,dE(N),RA,401,S04,16.43,14.88,14.27,13.96,13.74,28.69,7.59,DR7,Sloan,Simbad,NED
677,1059,,187.00179999999997,11.95,0.715,2250.0,M,M,dE(N),RA,401,"dE6,N",19.2,17.82,17.3,16.99,16.84,16.67,4.9,DR7,Sloan,Simbad,NED
678,1061,,187.00849999999997,15.444299999999998,1.162,2387.6,M,P,dE,RA,400,dE3?,18.73,17.94,17.3,16.92,16.59,22.82,6.43,DR7,Sloan,Simbad,NED
679,0,,187.01189999999997,22.587899999999998,1.03,621.6,M," ",Irr(LSB),BE,300,,16.24,15.44,15.12,14.9,14.92,47.88,12.48,DR7,Sloan,Simbad,NED
681,1062,4442,187.01619999999997,9.8037,51.782,350.4,M,M,SB0,RA,210,SB016,12.93,11.01,10.22,9.81,9.54,126.05,16.67,DR7,Sloan,Simbad,NED
682,1064,,187.02049999999997,13.611999999999998,0.072,867.5,M,M,dE(N),RA,401,"dE3,N",19.19,17.23,16.74,16.27,16.56,27.78,7.21,DR7,Sloan,Simbad,NED
683,1065,,187.02069999999998,13.578099999999997,0.045,143.1,M,M,dE(N),RA,401,"dE0,N",18.06,16.45,15.9,15.49,15.54,23.05,7.06,DR7,Sloan,Simbad,NED
684,0,,187.0211,22.291099999999997,5.004,683.5,M," ",Irr(LSB),BA,300,,17.24,16.29,16.03,16.03,15.31,58.71,15.73,DR7,Sloan,Simbad,NED
685,1069,,187.02719999999997,12.898099999999998,0.233,2305.5,M,M,dE(N),RA,401,"dE6,N",17.47,16.23,15.65,15.3,15.1,45.99,9.37,DR7,Sloan,Simbad,NED
686,1071,,187.0304,8.8151,1.614,49.7,M,M,dE,RA,400,dE4,19.29,17.94,17.45,16.95,17.12,14.73,4.58,DR7,Sloan,Simbad,NED
687,1073,,187.03589999999997,12.0933,0.017,1930.2,M,M,dE(N),RA,401,"dE3,N",16.42,14.08,13.35,12.91,12.58,63.91,16.96,DR7,Sloan,Simbad,NED
688,1078,,187.04719999999998,9.760399999999999,0.705,471.5,M,P,dS0,BE,410,dE5pec?,16.7,15.6,15.23,14.86,14.89,44.56,9.94,DR7,Sloan,Simbad,NED
689,1079,,187.05029999999996,10.3653,0.814,1450.6,M,M,dE(N),RA,401,"dE2,N",18.17,16.89,16.34,15.82,15.26,28.39,13.59,DR7,Sloan,Simbad,NED
690,1075,,187.05129999999997,10.2976,0.093,1811.8,M,M,dE(N),RA,401,"dE4,N",16.18,14.88,14.25,13.78,13.47,54.12,14.86,DR7,Sloan,Simbad,NED
691,1076,,187.05349999999999,10.525999999999998,0.145,1777.4,M,M,dE(N),RA,401,"dE0,N",18.11,16.9,16.38,15.96,16.54,34.2,13.11,DR7,Sloan,Simbad,NED
692,1087,,187.06199999999998,11.79,0.477,673.2,M,M,dE(N),RA,401,"dE3,N",15.48,13.66,12.89,12.39,12.4,86.22,23.7,DR7,Sloan,Simbad,NED
694,0,,187.06629999999998,1.8287999999999998,0.77,905.9,M," ",Irr(HSB),BE,310,,17.67,16.44,15.99,15.82,15.69,29.57,6.76,DR7,Sloan,Simbad,NED
695,1086,4445,187.06649999999996,9.436399999999999,0.899,366.0,M,M,edge-on,RE,207,S(on_edge),14.91,13.29,12.57,12.12,11.87,101.17,20.2,DR7,Sloan,Simbad,NED
696,1093,,187.07809999999998,11.700299999999999,0.168,1460.7,M,M,dE(N),RA,401,"dE0,N",17.85,16.76,16.24,15.84,15.79,27.81,10.52,DR7,Sloan,Simbad,NED
697,1095,,187.08639999999997,8.0118,0.368,1100.3,M,M,dE(N),RA,401,"dE2,N",19.6,17.57,16.93,16.66,16.53,27.29,10.23,DR7,Sloan,Simbad,NED
698,1101,,187.09839999999997,13.195699999999999,0.858,1731.1,M,M,dE(N),RA,401,"dE6,N",16.76,15.75,15.27,14.89,15.1,64.94,14.54,DR7,Sloan,Simbad,NED
699,1099,,187.09989999999996,11.420499999999999,0.12,1786.1,M,M,dE(N),RA,401,"dE4,N",18.65,17.66,17.08,16.5,16.19,21.81,6.24,DR7,Sloan,Simbad,NED
700,0,,187.10779999999997,11.240199999999998,0.351,140.9,M," ",dE,RE,400,,18.99,18.05,17.62,17.3,17.47,16.55,4.85,DR7,Sloan,Simbad,NED
701,1102,,187.11379999999997,6.946199999999999,2.275,850.8,M,P,Irr(LSB),BA,300,Im?,18.67,17.37,16.99,16.9,16.41,27.44,6.28,DR7,Sloan,Simbad,NED
702,1104,,187.1169,12.823699999999999,0.074,1732.9,M,M,dE(N),RA,401,"dE5,N",16.68,15.24,14.6,14.32,14.13,42.09,11.07,DR7,Sloan,Simbad,NED
703,1107,,187.12699999999998,7.324799999999999,0.293,1513.3,M,M,dE(N),RA,401,"dE4:,N",16.87,15.25,14.7,14.3,14.23,65.68,18.62,DR7,Sloan,Simbad,NED
704,1114,,187.14079999999998,8.639999999999999,2.481,544.0,M,M,Irr(LSB),BA,300,ImIII,15.95,14.47,14.09,13.74,13.55,98.87,22.9,DR7,Sloan,Simbad,NED
